,0th model,1th model,2th model,3th model,4th model,5th model,6th model,7th model,8th model,9th model,10th model,y_test
275,65768.47,45949.402,118973.7,140558.75,40291.13,9984.388,15078.866,40074.043,17931.012,37006.008,28785.46,59799.99999999999
276,69837.81,47090.883,125512.79,149684.14,46546.918,9800.959,17368.105,41757.566,17738.484,39873.09,32752.867,68100.0
277,68007.46,44659.992,124216.125,149837.9,48617.277,8817.665,17519.838,40314.51,15629.681,39156.95,33936.055,63900.0
278,60450.992,39355.566,114997.64,141143.97,46907.566,7262.3804,15524.102,35967.37,12062.927,35239.152,32316.918,50800.0
279,47029.72,32233.947,95968.73,120344.71,41745.457,5457.793,11655.652,28566.271,7890.1772,28970.234,28063.193,55000.0
280,29047.383,24710.557,65425.35,84452.9,33480.68,3736.226,6684.486,18847.969,4140.8613,21532.377,21649.41,34800.0
281,11175.763,18201.8,30223.398,41969.125,23309.47,2346.5513,1902.8962,9407.823,1528.255,14226.748,14216.051,11000.000000000002
282,-547.4524,13545.402,7721.5996,13166.616,13728.735,1399.1133,-1449.0719,2974.7761,105.85409,8158.111,7557.6177,1600.0
283,-4424.8,10737.193,2371.0408,3061.4233,7172.8457,875.6669,-2974.0457,-123.36126,-518.7671,3923.4626,3139.696,0.0
284,-3929.9648,9217.755,1716.366,470.64413,3989.6042,686.76324,-3161.4822,-1276.7477,-734.5783,1497.4982,1052.2035,0.0
285,-2884.4275,8361.225,2188.5862,1536.202,2775.0542,733.446,-2727.5396,-1554.1085,-734.79034,431.54544,386.03775,0.0
286,-3150.3064,7790.8496,4241.759,5218.504,2231.0215,942.94025,-2173.6802,-1375.05,-532.2305,282.30753,313.80466,0.0
287,-4749.2876,7470.0137,6144.447,8369.229,1791.904,1274.896,-1769.0894,-951.22644,21.676601,1020.289,445.56537,0.0
288,103.21464,911.8451,5017.436,3609.0483,1061.7458,17.89611,-308.4381,-348.15872,-174.16718,661.0318,641.16296,0.0
289,-616.95935,-877.2497,4026.49,2028.1722,1841.827,-302.54633,999.7009,-1201.0427,-188.04948,-684.2567,-846.0026,0.0
290,631.1009,249.83984,2421.117,4.980182,2609.078,-174.71143,882.19476,-1073.8617,393.03113,5.0784645,-92.94525,0.0
291,1543.987,1898.4376,1046.2311,-265.98846,3107.6934,268.74423,391.05243,-744.7952,947.44366,511.68643,831.1449,0.0
292,860.4015,3021.513,314.70047,818.67816,3098.2366,531.92474,-331.95114,-998.76904,1443.7798,624.627,1621.5585,0.0
293,-916.5836,4118.77,857.38214,1659.6854,2485.1924,699.7762,-753.629,-1680.8507,1881.095,926.8456,2155.0962,400.0
294,-743.86975,7124.5312,5442.7144,3278.3489,2787.1968,2603.0457,276.48566,-575.7967,2945.5857,2419.6096,2908.003,4600.0
295,5535.6543,13916.888,18707.021,13501.515,7248.075,8734.725,3855.2786,5041.085,6004.3438,5939.9883,5192.948,20100.0
296,19049.21,24204.455,41839.742,39630.8,17498.88,19123.514,9870.996,15147.815,11641.976,11478.27,10078.408,37100.0
297,35940.1,35308.562,68650.664,73937.49,30643.562,30622.715,16808.102,26529.81,18438.72,18006.5,16854.574,50200.0
298,50717.766,44203.703,91169.42,101789.98,41959.523,39880.6,22812.898,35727.78,24072.428,24001.809,23470.15,62400.00000000001
299,60123.35,49205.664,106117.23,118157.35,48887.87,45286.188,26671.896,41177.5,27119.379,28161.041,28278.223,49300.0
300,63482.242,49967.273,113236.1,124689.484,51263.848,46479.27,27899.729,42968.355,27271.828,29778.225,30655.2,52100.00000000001
301,60994.3,46820.0,112938.06,123461.79,49717.89,43527.438,26390.234,41701.375,24670.357,28757.598,30556.084,47400.0
302,52495.754,40501.777,105377.14,114128.69,44645.6,36724.895,22243.824,37604.043,19623.719,25486.742,28077.986,57700.0
303,37999.754,32306.96,89144.805,93120.79,36211.34,26934.398,15999.706,30544.18,12934.152,20695.613,23408.098,45600.0
304,19976.336,24077.025,62342.93,58404.086,25347.959,16065.128,8997.4,21151.86,6272.756,15298.081,17172.088,22000.000000000004
305,4472.988,17556.2,29483.72,21424.922,14703.831,6760.2295,3091.317,11656.501,1552.3064,10190.672,10766.236,12600.0
306,-3136.8943,13496.525,6246.7656,2351.9878,7365.2344,893.02094,-516.6191,4531.21,-606.12506,6037.139,5847.7344,6500.0
307,-3643.5825,11458.705,444.88028,-988.23926,4003.6875,-1606.5624,-1998.2341,444.77362,-1125.5621,3125.598,3154.5515,800.0
308,-1667.2745,10454.147,-136.9774,-1875.109,2882.6082,-2125.8276,-2220.7747,-1459.5044,-1059.3694,1382.6968,2222.8594,0.0
309,-621.08594,9657.24,-644.6866,-1253.1595,2399.1956,-2003.3306,-1885.5299,-2075.2495,-870.8078,552.0678,2250.619,0.0
310,-1934.2119,8729.263,512.45447,1017.1411,1937.8838,-1858.5232,-1404.2883,-1876.2252,-701.5403,445.3643,2686.0842,0.0
311,-5155.65,7869.0347,2256.4294,1864.5266,1335.5757,-1449.1635,-923.38574,-1116.6732,-414.30637,1118.4285,3195.3203,0.0
312,376.46732,912.0304,3610.5947,445.59662,2827.2031,-980.5178,-207.28772,-679.3645,190.53233,345.03915,-978.7001,0.0
313,-407.47977,-288.9015,2308.195,-1863.5923,2692.5415,-271.27026,1099.3031,-1917.2441,298.71765,-167.15721,-833.1569,0.0
314,520.01544,939.0036,925.20056,-2547.541,2456.8474,-290.77338,795.73584,-2024.2477,719.099,473.86105,83.09219,0.0
315,1024.0002,2423.04,-285.92755,-1835.4454,2284.9915,-61.20936,695.25775,-2113.8955,936.1096,689.2669,983.5749,0.0
316,-1.4636033,3273.3901,-1265.7449,-404.9589,1992.528,671.97437,544.1669,-2851.3499,1052.8951,463.32306,1625.2505,0.0
317,-1799.4763,4135.4355,-1857.1791,-238.55444,1802.514,2135.7297,256.82983,-3543.121,1308.3079,538.8322,2044.2784,400.0
318,-962.48444,7066.2285,-32.419037,-2030.3811,3701.961,4966.6914,1523.7856,-992.1651,2902.475,2118.1921,3177.9177,4700.0
319,6926.0605,13990.855,8626.091,-98.69687,11022.55,10030.701,7834.051,8072.334,7615.9146,6247.594,6800.0938,7700.000000000001
320,22867.086,24537.662,26415.766,15589.518,24597.064,17476.1,20633.97,22603.045,15652.825,12969.082,13758.729,29199.999999999996
321,42465.586,35866.53,48718.03,43138.117,40339.08,26049.006,36125.695,37604.965,24630.027,21029.922,22457.734,28200.0
322,59527.465,44825.01,68173.46,67946.14,53000.953,33737.016,48939.953,48736.113,31659.227,28522.488,30212.375,29100.0
323,70341.68,49677.414,81053.375,82401.88,60242.168,38934.277,56765.152,54561.965,35294.504,33817.95,35345.867,42000.0
324,74292.43,50053.914,87080.56,87978.11,62230.996,40845.992,59788.89,55627.504,35295.047,36034.62,37417.98,41400.0
325,71932.98,46262.047,86938.01,87366.23,59690.93,39256.008,58502.168,52904.805,31828.607,35019.938,36497.703,26800.0
326,63258.04,39061.992,80696.68,80969.43,52821.79,34321.543,52580.62,46771.434,25299.15,31184.295,32684.7,13400.0
327,47815.812,29910.209,67069.234,66744.62,41547.785,26660.916,41193.81,37130.703,16759.832,25355.568,26157.441,6500.0
328,27192.78,20955.12,45156.234,43460.625,27251.467,17599.338,25307.955,24945.617,8272.172,18631.072,17787.037,3400.0
329,7564.1343,14190.77,20117.05,17668.928,14132.009,9083.656,9981.609,13239.191,2133.5781,12161.366,9635.1,900.0
330,-3660.8525,10324.548,4184.066,2196.5793,6333.5435,2862.759,1101.6682,5000.7905,-859.8492,6867.624,3957.7092,200.0
331,-5742.747,8629.098,772.5012,-1044.3215,3404.0435,-499.10837,-1381.9866,553.1357,-1729.969,3199.8896,1325.7306,0.0
332,-3992.6453,7845.3823,366.36868,-629.13153,2231.742,-1670.4501,-1543.0908,-1534.4388,-1721.6711,1087.9573,649.4422,0.0
333,-2816.706,7037.355,-451.70496,-33.752777,1222.9114,-1725.5038,-1247.2365,-2389.3918,-1403.641,150.3493,781.07886,0.0
334,-4113.6626,5916.043,-756.9626,261.2967,32.814423,-1455.4993,-790.87616,-2508.09,-922.8373,63.515934,1158.9459,0.0
335,-7755.7773,4879.9727,-1555.4532,-1191.4432,-1579.6378,-1123.9523,-827.7053,-2014.4298,-73.400894,872.4622,1575.5356,0.0
336,1062.2766,838.20996,3680.7524,108.886024,1875.399,-226.8846,2346.6167,-113.6358,393.42474,1711.0508,-134.20584,0.0
337,-203.92163,-1561.6434,1506.4292,-1129.9403,3936.8381,-239.00685,2820.553,-1030.9716,-1281.0118,1410.4272,1529.3085,0.0
338,269.25723,-1042.5618,-119.79441,-2133.5398,2410.506,-239.0104,1755.1783,-796.20404,-1865.1348,2070.4214,2075.1494,0.0
339,750.4896,170.24007,-804.65955,-1998.0117,442.32108,-493.10507,606.2308,154.01154,-2494.3315,2203.3323,2163.3179,0.0
340,234.80133,1093.6017,-867.2903,-1417.4878,-975.5634,-760.1141,-504.133,1071.8661,-2811.847,1944.776,1922.7422,0.0
341,-698.2496,2209.0068,-122.99874,-1445.6152,-1725.6578,-542.0291,-1680.8132,1440.8958,-2200.4768,1870.9486,1552.1719,0.0
342,719.53564,5316.0713,4551.56,-1409.1631,-1182.5005,664.7984,-2625.8608,1731.2577,-648.4075,2754.7144,1525.6351,0.0
343,8109.9062,12083.057,18315.244,2750.1758,2933.9229,3074.9714,-2218.736,3258.042,1299.1342,5325.4414,2636.0664,900.0
344,22403.283,22121.545,41625.7,14679.429,13244.776,6399.5034,840.1685,6784.4185,3045.434,9829.564,5509.7515,4900.0
345,40042.438,32866.473,67112.414,31252.35,28991.627,9957.035,6655.5034,11608.013,4226.736,15727.097,9968.462,9800.0
346,55673.812,41472.348,87269.75,45547.19,45441.97,12990.533,13741.259,16262.085,4691.2266,21839.795,15034.127,13500.0
347,65816.766,46356.766,99757.6,54047.125,58013.758,14913.179,20109.732,19653.791,4431.4907,26858.145,19576.3,25300.0
348,69675.445,47213.38,104743.234,56937.637,64908.812,15408.954,24380.715,21408.422,3576.6528,29810.846,22826.863,29699.999999999996
349,67658.42,44401.72,102721.9,55173.54,66261.76,14453.077,25985.89,21539.89,2392.5002,30258.922,24426.031,41500.0
350,59918.79,38633.66,93756.34,48972.66,62610.402,12299.796,24862.984,20045.795,1215.6011,28275.783,24255.73,24900.0
351,46349.76,31030.324,76737.984,38116.27,54152.152,9432.928,21190.443,16865.494,318.9959,24348.742,22339.07,8400.0
352,28360.07,23125.648,51132.71,23825.13,41192.617,6451.776,15419.835,12311.015,-196.71606,19253.7,18912.082,17300.0
353,10696.913,16440.104,22886.99,10419.976,25768.156,3894.98,8574.872,7442.13,-396.75732,13890.501,14587.615,14100.0
354,-724.1736,11814.559,5004.006,2650.0376,12267.996,2076.0845,2305.5942,3594.384,-417.67313,9076.249,10329.181,2200.0
355,-4427.9204,9146.234,712.9114,610.3947,4194.0464,1032.6825,-1880.3802,1404.5525,-380.4015,5349.7725,7029.099,500.0
356,-3932.0574,7760.22,400.8072,1040.4524,713.94995,612.5698,-3622.5476,605.5296,-354.1169,2879.996,5019.887,0.0
357,-2968.5967,6968.267,464.75848,1846.0336,-981.2077,613.7534,-3635.6587,637.4485,-352.44577,1539.3423,4064.2385,0.0
358,-3323.5266,6398.6865,1220.5878,2542.284,-2309.4705,882.091,-2808.1565,1081.7517,-342.59497,1111.2609,3735.162,0.0
359,-4945.5186,6077.2466,1428.1288,3377.3538,-3538.2385,1337.4675,-1724.0254,1660.9358,-267.31866,1513.9032,3694.3826,0.0
360,1635.0721,1047.6589,6726.277,3261.8237,994.00665,2865.4048,886.061,-1173.6204,-833.281,875.4397,637.9628,0.0
361,281.72687,-1578.4739,3990.2961,1588.4893,2565.3914,906.0036,2366.226,-1685.0642,-233.35062,-403.04642,500.65607,0.0
362,351.50806,-1202.8035,1770.3055,402.53827,3075.2837,667.7395,2381.859,-1464.6859,22.071342,-79.19054,1483.2825,0.0
363,395.52798,-86.398346,674.79877,120.35607,3083.5203,906.65967,2201.0293,-1204.0309,412.42288,19.260141,2306.2747,0.0
364,-389.893,776.9407,735.52924,305.69812,2629.5588,417.37762,1614.6852,-1641.613,1090.5548,-156.7035,2943.7373,0.0
365,-1155.8076,1865.3646,2355.3853,843.8275,1881.9437,-361.93503,1293.2397,-2166.011,2495.3,166.92198,3636.0596,300.0
366,1199.1077,4982.2715,8811.517,3120.3518,2414.0547,1931.4653,3297.3892,120.63932,7208.123,2205.2363,5944.701,5600.000000000001
367,10477.914,11808.258,25116.56,10037.108,7058.3057,10642.726,9710.626,8230.793,18399.371,6829.821,12347.611,12200.0
368,27417.93,21953.23,51303.082,22666.297,16999.56,24396.332,19993.87,21391.494,34369.76,13763.728,23234.053,22100.000000000004
369,47892.355,32815.375,78983.41,37507.86,29548.967,38290.066,30846.809,35177.86,49126.004,21553.295,35453.215,28200.0
370,65823.71,41498.715,100633.55,49609.625,40489.305,48714.043,39080.684,45511.5,58859.844,28369.094,45389.008,32800.0
371,77274.48,46390.934,114676.77,56555.93,47400.4,54486.477,43365.016,50876.535,63120.902,32834.54,51523.35,48700.0
372,81527.31,47180.1,121109.555,58273.22,49952.51,55474.42,43603.434,51638.625,62317.29,34317.996,53910.4,38200.0
373,79383.375,44228.69,120050.66,55194.883,48603.87,51696.215,39910.1,48633.78,56517.46,32837.117,52933.04,42600.0
374,71255.14,38251.14,111417.42,47417.62,43712.094,43312.05,32394.7,42268.066,45674.664,28888.494,48684.55,30200.000000000004
375,56790.25,30379.508,93404.164,35354.863,35559.406,31293.46,21990.312,32750.99,30824.887,23306.674,41044.977,28600.0
376,36671.195,22184.047,64037.883,21367.777,25211.576,18194.492,11422.067,21402.521,15506.282,17111.736,30461.363,21100.0
377,15396.967,15244.953,29290.738,9862.553,15188.94,7520.147,4062.6494,11075.654,4580.427,11300.584,19049.027,16000.0
378,235.1239,10452.411,6290.9907,3698.5322,8207.816,1376.5531,903.524,4092.657,-248.01823,6609.0044,10114.248,8000.0
379,-5646.912,7711.083,756.7496,1613.2645,4814.104,-875.79834,252.08229,418.68912,-1492.0371,3346.3792,5374.505,400.0
380,-5853.425,6319.15,189.34166,1061.6989,3498.933,-1239.2975,439.07678,-1253.9323,-1605.1322,1409.0259,3801.7512,0.0
381,-5043.8813,5556.8394,689.3426,804.1552,2838.5427,-1305.71,751.1275,-1917.498,-1242.5598,488.80545,3752.3044,0.0
382,-5520.558,5036.318,2993.987,610.7228,2262.42,-1748.3263,766.664,-1995.0607,-264.84677,371.31763,4414.9126,0.0
383,-7459.902,4788.6826,5389.1377,1029.797,1651.3615,-2167.6267,420.00934,-1420.319,2304.532,1145.053,5551.386,0.0
384,1051.2499,1170.251,5353.9365,2334.16,2480.7808,-164.82422,-479.47668,-2061.1296,544.81213,-380.87518,-533.8317,0.0
385,-164.63603,-1012.9813,4104.142,1702.372,3951.4385,-428.76324,588.22626,-3095.615,-593.5723,-574.35986,-841.568,0.0
386,359.06485,-472.16833,2753.8723,-1404.3644,3844.6423,-918.5132,458.46292,-3180.6838,-682.3514,123.72474,-200.99571,0.0
387,839.3536,631.28796,2774.1755,-1232.5981,3343.217,-1384.7993,-220.116,-2857.5303,-764.0644,400.81897,271.61182,0.0
388,238.78162,1379.4415,3552.838,1455.4902,2710.5632,-1503.3374,-1429.2617,-2865.8381,-720.13885,428.3632,605.11194,0.0
389,-865.1126,2319.712,4695.46,3380.8088,2254.0024,-642.0916,-2379.0513,-2957.1577,36.58267,844.9515,1060.4382,100.0
390,387.10034,5312.1064,9435.56,5085.5815,3440.1724,1906.4801,-1282.6101,-636.1721,2266.8157,2421.6533,2318.3596,700.0000000000001
391,7796.566,12064.759,24171.225,16883.49,8918.308,6296.8457,3266.5774,6942.614,6205.7524,5684.0195,5130.9316,1900.0000000000002
392,22397.234,22169.996,50582.457,47448.293,19971.174,11757.741,10539.105,19189.824,11086.577,10515.291,9524.75,4000.0
393,40525.594,32979.63,79736.99,86940.83,34026.223,16969.77,18121.938,32035.031,15567.844,16083.1,14532.158,5500.000000000001
394,56619.74,41560.656,102711.17,119083.85,46528.656,20757.172,23925.242,41671.02,18545.986,21193.256,18870.436,2700.0
395,67072.71,46282.863,117654.04,138944.92,54579.164,22437.014,27055.662,46729.258,19489.295,24786.078,21664.688,4300.0
396,71088.75,46816.785,124594.63,147955.9,57637.66,21801.582,27340.594,47626.33,18317.111,26243.516,22569.219,4600.0
397,69125.516,43503.043,123431.18,148263.45,56161.246,19038.508,24757.771,45169.29,15270.557,25444.805,21560.885,4100.0
398,61341.73,37061.53,113888.38,139787.52,50512.137,14724.025,19403.365,39659.105,10947.575,22689.04,18796.682,3800.0000000000005
399,47553.547,28705.12,94052.87,118711.94,40907.492,9789.307,12053.3545,31061.852,6334.641,18578.277,14674.744,1800.0
400,29091.465,20160.531,62437.33,81575.45,28497.127,5287.9224,4660.969,20354.027,2521.8342,13878.341,9981.338,1000.0
401,10830.388,13140.88,26883.176,38041.33,16411.389,1981.067,-476.4486,10285.853,114.94344,9351.453,5775.155,1000.0
402,-966.4054,8523.155,5688.7095,10370.205,8188.15,48.501915,-2580.3318,3436.4666,-1043.7947,5584.459,2855.262,0.0
403,-4681.4263,6060.641,1872.2865,1677.297,4364.5215,-811.79004,-2683.2249,-74.46718,-1482.9935,2874.3118,1325.1841,0.0
404,-4049.051,4889.3633,2056.4998,-1071.6981,2757.5999,-1038.3898,-2037.8284,-1632.6736,-1602.9817,1230.9583,776.25977,0.0
405,-3006.3997,4208.564,3262.8076,-510.57098,1662.7365,-941.44714,-1293.9487,-2224.7415,-1560.7147,503.19144,747.0905,0.0
406,-3425.2705,3641.883,5949.345,3061.506,571.50385,-625.982,-808.4075,-2215.421,-1329.7174,560.1257,932.4032,0.0
407,-5290.5547,3311.627,8270.801,6520.576,-633.088,-27.31447,-738.6936,-1686.882,-719.1254,1419.3625,1181.7356,0.0
408,1120.8401,750.5394,2032.6702,1041.2819,-57.864853,-70.35897,2404.8464,541.5609,-907.12726,2437.482,-1098.6611,0.0
409,-179.0771,-2088.6953,-146.26752,-1124.2844,2058.4155,-356.44055,1856.4354,-1466.4899,-2674.4094,1754.2495,281.92245,0.0
410,307.68634,-1736.0004,-2163.203,-2120.6992,1738.6407,-479.564,268.7423,-1513.3477,-3533.056,2208.5386,1128.3073,0.0
411,821.49664,-537.5101,-3260.004,-2099.7253,1024.454,-940.4292,-1257.9254,-377.49557,-3889.1956,2378.91,2089.8623,0.0
412,302.51505,430.23813,-3825.3271,-1864.095,814.6344,-1395.9072,-2553.2117,1286.6174,-4234.007,2000.3087,2730.937,0.0
413,-742.56177,1557.2748,-4283.9727,-2489.182,731.27704,-1311.8799,-3780.362,2552.7117,-4336.7656,1458.2299,3035.01,0.0
414,430.81525,4592.942,-2276.0867,-3206.1553,352.66458,-334.61185,-4937.601,3526.5054,-3520.2266,1901.306,3466.6223,0.0
415,7553.692,11240.184,7924.8037,165.60822,1138.4281,1577.5433,-5240.4824,6185.7563,-1419.9088,4772.1655,4912.156,0.0
416,21737.984,21203.023,28600.27,11278.1875,6595.468,4153.564,-3353.03,12674.613,1535.2457,10722.839,7971.9673,400.0
417,39492.305,31975.59,52965.566,26976.738,18376.389,6929.711,1333.1879,22423.203,4461.7256,18847.674,12292.825,1200.0
418,55369.125,40700.4,72623.445,40467.168,33108.668,9399.433,7852.8223,32310.713,6608.476,27090.799,16801.586,4300.0
419,65767.11,45758.535,84667.71,48386.168,45664.977,11118.857,14360.344,39554.043,7585.6514,33413.105,20461.643,4300.0
420,69841.59,46827.633,89659.22,50920.344,53402.9,11783.449,19319.9,43277.11,7313.836,36585.547,22676.484,6000.0
421,68015.63,44269.44,88652.22,48943.1,56181.605,11289.538,21951.424,43893.133,5944.772,36274.98,23225.443,3699.9999999999995
422,60463.26,38784.156,81840.28,42700.875,54635.15,9765.996,22031.61,41879.996,3828.719,32837.57,22072.297,2000.0
423,47044.824,31438.01,68085.52,32257.506,49112.58,7556.334,19602.973,37059.07,1471.9575,27126.596,19295.92,5300.0
424,29061.996,23677.865,46989.89,19184.71,39752.043,5134.702,14910.932,29102.676,-598.95624,20320.701,15221.741,2800.0000000000005
425,11186.004,16969.05,23903.73,7517.3677,27694.93,2963.0376,8657.483,19169.988,-2042.3165,13684.761,10602.707,1200.0
426,-541.9334,12187.425,9089.81,941.75684,16109.3955,1346.435,2254.364,10295.974,-2809.9502,8248.957,6483.9272,400.0
427,-4420.325,9332.099,4632.908,-906.0162,8475.025,368.57956,-2611.8337,4778.028,-3061.03,4523.675,3649.094,0.0
428,-3923.2166,7819.396,3442.6013,-717.77783,5288.521,-61.30796,-5069.7812,2247.3818,-2998.6914,2426.6953,2208.4546,0.0
429,-2874.4148,6996.155,2361.893,-153.05867,4414.054,-101.829666,-5503.6772,1295.7233,-2777.686,1501.8606,1792.3502,0.0
430,-3137.645,6471.5586,1268.5071,362.7854,4061.361,109.16025,-4815.856,1157.2842,-2490.8254,1324.1056,1971.2712,0.0
431,-4736.201,6212.564,-377.8439,1092.3977,3590.3032,488.68768,-3703.132,1531.8596,-2178.438,1857.4017,2432.6199,0.0
432,1124.0421,678.0894,3661.852,-377.4337,-218.7336,2559.3857,2849.0896,50.719555,-2051.4072,2371.667,-269.14154,0.0
433,-177.15495,-2493.6467,1840.4337,-2670.9329,883.0622,2150.1091,2460.6865,-1109.4064,-3558.4753,2070.5317,-75.04366,0.0
434,310.06573,-2264.0898,-329.4364,-3359.5508,1645.0359,1681.231,1787.497,-1426.4421,-4437.6035,2102.2473,492.46317,0.0
435,824.1222,-1052.0732,-1914.7437,-2346.464,2342.1836,1462.5034,1201.0911,-762.8995,-4835.8003,1924.227,1788.2112,0.0
436,302.39938,8.170012,-3237.7979,-734.0228,3160.7024,1791.0018,737.84485,398.11102,-4727.5693,1223.8279,2949.593,0.0
437,-751.12585,1248.973,-4116.423,-824.6969,3581.162,2721.1594,309.99515,1276.1511,-3640.6853,391.94437,3142.437,400.0
438,409.37872,4360.82,-321.14264,-2926.027,3368.8188,4239.454,350.94125,2139.2974,-743.4115,1020.20264,3524.8796,3200.0
439,7522.505,11006.033,15086.569,-1055.962,4120.964,6724.1904,2254.8125,5224.7173,4463.718,5287.6646,8877.535,6900.0
440,21707.717,20904.273,41796.38,13794.858,9014.273,11126.057,7581.905,13057.988,11392.301,14167.986,22467.977,12100.0
441,39472.75,31618.416,69600.82,39719.45,19212.736,18276.107,16266.643,25116.479,18470.105,26110.084,39640.21,31800.0
442,55362.99,40355.7,90595.79,63943.324,31567.041,27647.777,26075.076,37605.766,24074.94,37902.08,53498.832,31700.0
443,65771.98,45522.926,103468.3,79024.6,41748.684,37143.23,34267.668,46866.137,27218.809,46710.945,61663.875,44200.00000000001
444,69854.414,46800.926,109026.41,85315.03,47684.64,44380.047,39221.562,51568.258,27556.076,51065.473,64851.645,34900.0
445,68034.96,44553.688,108224.875,84992.18,49374.613,47823.848,40464.695,52162.918,25163.71,50647.992,64188.11,24800.0
446,60488.64,39475.473,101286.21,78984.33,47386.63,46853.34,37983.926,49401.285,20470.312,45898.79,59982.76,32300.0
447,47074.19,32588.94,86652.23,66823.195,42037.965,41470.71,31862.35,43311.04,14333.035,37831.24,51628.91,21000.0
448,29089.73,25245.219,62601.91,48555.723,33600.65,32348.295,22672.229,33611.54,8007.4067,27948.045,38602.113,16600.0
449,11205.234,18803.477,33671.414,27926.479,23313.984,21200.938,12323.173,21639.771,2756.5813,18049.428,22864.639,7000.0
450,-532.22217,14099.78,12951.543,11900.83,13898.645,10766.645,3843.3828,10971.879,-720.87164,9805.701,9813.971,3300.0
451,-4413.9624,11186.236,6152.54,3918.217,7897.5684,3605.1482,-828.2541,4343.3794,-2466.67,4201.7324,3372.3293,200.0
452,-3914.2422,9571.391,4580.659,1348.46,5412.322,438.16373,-2333.775,1270.4333,-2898.4412,1209.4274,1910.3507,0.0
453,-2860.7358,8668.599,3514.6428,841.2973,4746.042,34.017014,-2333.376,39.669384,-2406.0413,2.5940127,2318.914,0.0
454,-3119.8535,8102.22,2896.7522,706.03064,4526.288,690.2048,-1821.7488,-289.93073,-1221.3373,-338.15582,3373.8218,0.0
455,-4717.456,7804.548,1681.7821,189.87657,4202.046,1313.4612,-1244.9631,-90.040276,557.11,-31.105597,4901.7104,0.0
456,1093.0623,787.32446,6937.525,1789.2407,1000.6886,1704.2815,1035.4281,-602.62946,22.270485,1573.9022,1935.9474,0.0
457,-195.54602,-1869.8037,6785.0693,139.48958,2405.0542,-42.033318,1948.0253,-1391.818,-171.34502,393.3266,786.3307,0.0
458,303.3229,-1312.7115,5595.1143,-2689.6309,2876.1,-218.63016,1812.1265,-1405.0443,47.29997,493.34143,1340.0319,0.0
459,821.32806,67.37666,5576.5254,-1467.7504,2911.0903,226.16602,1844.4465,-477.70148,186.7586,361.8432,1963.2267,0.0
460,300.3248,1178.5415,6184.842,2268.8706,2263.5562,457.45737,1649.7236,280.94513,132.03912,-175.33916,2553.9985,0.0
461,-745.0517,2407.207,7265.856,4183.637,978.8447,818.9927,1635.5631,-67.52296,405.65268,-193.26297,3154.0134,0.0
462,435.34332,5492.918,12782.264,5489.0933,1319.3091,3716.78,4055.9858,467.11404,3491.4456,2021.1353,4933.7363,1400.0000000000002
463,7558.493,12120.927,30424.324,18284.625,7572.742,11685.84,11843.962,6727.522,12318.808,7746.7476,10235.25,5100.0
464,21703.814,21995.053,61330.71,51080.035,21245.662,23801.008,24806.867,20710.945,25630.346,16542.908,20091.525,12300.0
465,39366.0,32647.004,92816.44,92631.195,37766.504,36029.793,38638.652,37830.562,38203.805,26289.34,32148.523,13700.0
466,55125.74,41271.484,117103.72,126545.81,51120.156,45072.812,49127.51,51793.184,46456.977,34534.992,42763.938,13200.0
467,65422.867,46279.555,134136.25,148196.31,58784.727,49748.484,54889.4,59801.39,49974.71,39657.062,49890.39,9700.0
468,69428.65,47349.715,142988.64,158653.53,61099.668,49899.984,56157.984,62314.36,49237.016,41059.887,53185.992,15500.000000000002
469,67554.766,44834.13,143000.06,159882.98,58977.547,45546.19,53124.223,60724.715,44237.793,38901.6,52894.71,12700.0
470,59961.355,39434.945,134056.94,152185.67,52757.465,36946.402,45476.562,55585.4,34747.3,33852.633,49147.773,8200.0
471,46523.06,32238.377,113834.16,132582.05,42412.348,25348.535,33439.637,46199.562,22024.977,26954.496,41909.75,11100.000000000002
472,28595.91,24707.758,79582.95,97665.18,29125.447,13562.866,19723.824,32585.861,10413.0,19466.027,31606.777,8300.0
473,10890.583,18286.39,38517.66,54105.07,16641.91,4863.0054,9115.541,18120.566,4419.333,12612.999,20206.59,5200.0
474,-618.8673,13784.763,11447.043,21306.852,8964.138,573.2362,3967.3386,7662.838,3188.111,7273.869,10974.064,1200.0
475,-4353.077,11133.098,4713.35,7340.7256,6130.178,-566.06226,2246.1284,2423.1243,2876.5774,3753.4634,5824.0864,0.0
476,-3811.4412,9714.241,4398.0728,2825.2603,5326.649,-514.91736,1588.4724,214.98436,2211.6472,1808.4594,3885.2605,0.0
477,-2770.6704,8878.474,6109.435,3000.002,4786.515,-523.6403,1242.8699,-718.17163,1379.7856,953.61487,3508.3162,0.0
478,-3057.7854,8257.019,9534.825,6415.8076,4083.4487,-1025.6401,721.2345,-1010.3793,236.12509,892.2553,3851.9714,0.0
479,-4669.1133,7844.468,12092.239,9879.731,3115.4512,-1521.3589,-331.16617,-827.1327,-644.54065,1806.2539,4626.9624,0.0
480,1123.7795,768.2077,7360.077,2994.5857,1142.2562,-911.54706,3130.5486,230.76402,286.25043,2140.7183,-94.74591,0.0
481,-177.32349,-2214.8674,7738.8877,1401.3418,2767.403,-369.14252,2919.6765,-801.9631,-434.0312,1349.3821,1781.2283,0.0
482,309.88174,-1897.7468,7006.1587,-329.59302,2267.4766,-35.964294,1813.6963,-631.88666,-435.99265,1593.9081,2694.6758,0.0
