년월일,호기,구분,총량,평균,최대,최소,최대(시간별),최소(시간별),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2018.01.13,1,발전량,1.193,0.05,0.228,0,0.228,0.003,0,0,0,0,0,0,0.003,0.022,0.063,0.114,0.162,0.215,0.228,0.194,0.136,0.047,0.009,0,0,0,0,0,0,0
2018.01.14,1,발전량,1.022,0.043,0.21,0,0.21,0.002,0,0,0,0,0,0,0.002,0.024,0.048,0.075,0.144,0.21,0.166,0.167,0.13,0.049,0.007,0,0,0,0,0,0,0
2018.01.15,1,발전량,1.178,0.049,0.222,0,0.222,0.003,0,0,0,0,0,0,0.003,0.022,0.061,0.112,0.16,0.218,0.222,0.188,0.137,0.048,0.007,0,0,0,0,0,0,0
2018.01.16,1,발전량,0.124,0.005,0.025,0,0.025,0.001,0,0,0,0,0,0,0.001,0.009,0.015,0.015,0.011,0.025,0.015,0.014,0.011,0.007,0.001,0,0,0,0,0,0,0
2018.01.17,1,발전량,0.619,0.026,0.153,0,0.153,0.008,0,0,0,0,0,0,0.035,0.013,0.013,0.025,0.062,0.048,0.116,0.085,0.153,0.061,0.008,0,0,0,0,0,0,0
2018.01.18,1,발전량,0.983,0.041,0.195,0,0.195,0.007,0,0,0,0,0,0,0,0.02,0.045,0.097,0.146,0.178,0.195,0.167,0.089,0.039,0.007,0,0,0,0,0,0,0
2018.01.19,1,발전량,1.187,0.049,0.23,0,0.23,0.004,0,0,0,0,0,0,0.004,0.027,0.062,0.109,0.16,0.212,0.23,0.194,0.136,0.046,0.007,0,0,0,0,0,0,0
2018.01.20,1,발전량,1.088,0.045,0.207,0,0.207,0.004,0,0,0,0,0,0,0.004,0.025,0.061,0.112,0.157,0.205,0.207,0.162,0.105,0.041,0.009,0,0,0,0,0,0,0
2018.01.21,1,발전량,0.934,0.039,0.169,0,0.169,0.002,0,0,0,0,0,0,0.002,0.022,0.06,0.111,0.156,0.157,0.169,0.138,0.08,0.033,0.006,0,0,0,0,0,0,0
2018.01.22,1,발전량,0.679,0.028,0.179,0,0.179,0.002,0,0,0,0,0,0,0.002,0.017,0.033,0.039,0.055,0.066,0.11,0.179,0.12,0.049,0.009,0,0,0,0,0,0,0
2018.01.23,1,발전량,1.389,0.058,0.266,0,0.266,0.004,0,0,0,0,0,0,0.004,0.025,0.068,0.117,0.179,0.241,0.266,0.229,0.171,0.079,0.01,0,0,0,0,0,0,0
2018.01.24,1,발전량,1.349,0.056,0.246,0,0.246,0.004,0,0,0,0,0,0,0.004,0.027,0.075,0.129,0.191,0.246,0.202,0.216,0.176,0.069,0.014,0,0,0,0,0,0,0
2018.01.25,1,발전량,1.302,0.054,0.263,0,0.263,0.004,0,0,0,0,0,0,0.004,0.027,0.072,0.13,0.186,0.255,0.263,0.217,0.105,0.035,0.008,0,0,0,0,0,0,0
2018.01.26,1,발전량,1.493,0.062,0.273,0,0.273,0.004,0,0,0,0,0,0,0.004,0.029,0.073,0.128,0.188,0.268,0.273,0.25,0.176,0.091,0.013,0,0,0,0,0,0,0
2018.01.27,1,발전량,1.385,0.058,0.251,0,0.251,0.005,0,0,0,0,0,0,0.005,0.03,0.07,0.126,0.177,0.247,0.251,0.226,0.161,0.08,0.012,0,0,0,0,0,0,0
2018.01.28,1,발전량,1.307,0.054,0.254,0,0.254,0.003,0,0,0,0,0,0,0.003,0.02,0.063,0.115,0.182,0.227,0.254,0.207,0.151,0.074,0.011,0,0,0,0,0,0,0
2018.01.29,1,발전량,1.417,0.059,0.266,0,0.266,0.004,0,0,0,0,0,0,0.004,0.03,0.07,0.119,0.179,0.245,0.266,0.234,0.171,0.086,0.013,0,0,0,0,0,0,0
2018.01.30,1,발전량,1.264,0.053,0.25,0,0.25,0.005,0,0,0,0,0,0,0.005,0.031,0.07,0.129,0.172,0.25,0.249,0.152,0.123,0.07,0.013,0,0,0,0,0,0,0
2018.01.31,1,발전량,0.8,0.033,0.154,0,0.154,0.004,0,0,0,0,0,0,0.005,0.027,0.064,0.11,0.149,0.154,0.143,0.086,0.038,0.02,0.004,0,0,0,0,0,0,0
2018.02.01,1,발전량,1.392,0.058,0.263,0,0.263,0.006,0,0,0,0,0,0,0.006,0.031,0.068,0.117,0.18,0.241,0.263,0.223,0.163,0.086,0.014,0,0,0,0,0,0,0
2018.02.02,1,발전량,0.902,0.038,0.174,0,0.174,0.007,0,0,0,0,0,0,0.007,0.033,0.065,0.103,0.142,0.174,0.132,0.112,0.084,0.035,0.015,0,0,0,0,0,0,0
2018.02.03,1,발전량,1.516,0.063,0.279,0,0.279,0.002,0,0,0,0,0,0,0.006,0.032,0.073,0.124,0.193,0.255,0.279,0.245,0.186,0.104,0.017,0.002,0,0,0,0,0,0
2018.02.04,1,발전량,1.517,0.063,0.284,0,0.284,0.004,0,0,0,0,0,0,0.004,0.033,0.074,0.126,0.194,0.258,0.284,0.242,0.181,0.1,0.021,0,0,0,0,0,0,0
2018.02.05,1,발전량,1.406,0.059,0.262,0,0.262,0.005,0,0,0,0,0,0,0.005,0.033,0.076,0.127,0.189,0.258,0.262,0.235,0.139,0.067,0.015,0,0,0,0,0,0,0
2018.02.06,1,발전량,1.539,0.064,0.278,0,0.278,0.006,0,0,0,0,0,0,0.006,0.033,0.073,0.131,0.189,0.263,0.278,0.253,0.183,0.107,0.023,0,0,0,0,0,0,0
2018.02.07,1,발전량,1.508,0.063,0.275,0,0.275,0.001,0,0,0,0,0,0,0.006,0.035,0.076,0.125,0.187,0.25,0.275,0.241,0.185,0.104,0.023,0.001,0,0,0,0,0,0
2018.02.08,1,발전량,1.352,0.056,0.246,0,0.246,0.006,0,0,0,0,0,0,0.006,0.035,0.072,0.115,0.178,0.227,0.246,0.21,0.157,0.085,0.021,0,0,0,0,0,0,0
2018.02.09,1,발전량,1.228,0.051,0.248,0,0.248,0.007,0,0,0,0,0,0,0.007,0.029,0.073,0.115,0.171,0.226,0.248,0.204,0.097,0.044,0.014,0,0,0,0,0,0,0
2018.02.10,1,발전량,1.012,0.042,0.202,0,0.202,0.004,0,0,0,0,0,0,0.004,0.017,0.059,0.089,0.145,0.202,0.189,0.155,0.107,0.034,0.011,0,0,0,0,0,0,0
2018.02.11,1,발전량,1.028,0.043,0.251,0,0.251,0.001,0,0,0,0,0,0,0.008,0.037,0.079,0.096,0.122,0.135,0.251,0.109,0.123,0.049,0.018,0.001,0,0,0,0,0,0
2018.02.12,1,발전량,1.455,0.061,0.302,0,0.302,0.001,0,0,0,0,0,0,0.007,0.04,0.077,0.121,0.183,0.169,0.302,0.222,0.18,0.13,0.023,0.001,0,0,0,0,0,0
2018.02.13,1,발전량,1.512,0.063,0.275,0,0.275,0.002,0,0,0,0,0,0,0.007,0.042,0.079,0.122,0.187,0.251,0.275,0.235,0.18,0.105,0.027,0.002,0,0,0,0,0,0
2018.02.14,1,발전량,1.065,0.044,0.221,0,0.221,0.006,0,0,0,0,0,0,0.006,0.028,0.049,0.098,0.156,0.221,0.218,0.137,0.089,0.048,0.015,0,0,0,0,0,0,0
2018.02.15,1,발전량,1.077,0.045,0.197,0,0.197,0.004,0,0,0,0,0,0,0.004,0.022,0.043,0.099,0.139,0.185,0.197,0.158,0.131,0.074,0.025,0,0,0,0,0,0,0
2018.02.16,1,발전량,0.915,0.038,0.169,0,0.169,0.008,0,0,0,0,0,0,0.008,0.03,0.076,0.11,0.169,0.153,0.117,0.094,0.073,0.054,0.031,0,0,0,0,0,0,0
2018.02.17,1,발전량,1.573,0.066,0.282,0,0.282,0.009,0,0,0,0,0,0,0.009,0.046,0.084,0.127,0.2,0.26,0.282,0.245,0.191,0.11,0.019,0,0,0,0,0,0,0
2018.02.18,1,발전량,1.049,0.044,0.182,0,0.182,0.009,0,0,0,0,0,0,0.009,0.046,0.076,0.122,0.169,0.146,0.182,0.12,0.088,0.069,0.022,0,0,0,0,0,0,0
2018.02.19,1,발전량,0.891,0.037,0.163,0,0.163,0.002,0,0,0,0,0,0,0,0,0.008,0.034,0.073,0.102,0.149,0.16,0.163,0.092,0.058,0.034,0.016,0.002,0,0,0,0
2018.02.20,1,발전량,1.107,0.046,0.194,0,0.194,0.002,0,0,0,0,0,0,0.01,0.045,0.077,0.115,0.168,0.167,0.194,0.145,0.109,0.059,0.016,0.002,0,0,0,0,0,0
2018.02.21,1,발전량,0.682,0.028,0.1,0,0.1,0.008,0,0,0,0,0,0,0.008,0.038,0.053,0.086,0.094,0.1,0.09,0.095,0.061,0.038,0.019,0,0,0,0,0,0,0
2018.02.22,1,발전량,1.387,0.058,0.237,0,0.237,0.003,0,0,0,0,0,0,0.011,0.044,0.083,0.123,0.19,0.218,0.237,0.198,0.154,0.094,0.032,0.003,0,0,0,0,0,0
2018.02.23,1,발전량,1.196,0.05,0.202,0,0.202,0.002,0,0,0,0,0,0,0.014,0.046,0.084,0.119,0.169,0.202,0.2,0.161,0.113,0.067,0.019,0.002,0,0,0,0,0,0
2018.02.24,1,발전량,1.275,0.053,0.232,0,0.232,0.003,0,0,0,0,0,0,0.013,0.048,0.078,0.122,0.162,0.211,0.232,0.2,0.127,0.057,0.022,0.003,0,0,0,0,0,0
2018.02.25,1,발전량,0.921,0.038,0.18,0,0.18,0.005,0,0,0,0,0,0,0.005,0.036,0.084,0.127,0.18,0.174,0.103,0.092,0.068,0.03,0.022,0,0,0,0,0,0,0
2018.02.26,1,발전량,1.508,0.063,0.264,0,0.264,0.004,0,0,0,0,0,0,0.015,0.055,0.081,0.116,0.181,0.243,0.264,0.232,0.179,0.104,0.034,0.004,0,0,0,0,0,0
2018.02.27,1,발전량,1.19,0.05,0.212,0,0.212,0.003,0,0,0,0,0,0,0.015,0.052,0.084,0.114,0.161,0.188,0.212,0.15,0.11,0.072,0.029,0.003,0,0,0,0,0,0
2018.02.28,1,발전량,0.191,0.008,0.039,0,0.039,0.003,0,0,0,0,0,0,0.003,0.02,0.039,0.032,0.03,0.019,0.016,0.013,0.006,0.009,0.004,0,0,0,0,0,0,0
2018.03.01,1,발전량,1.75,0.073,0.302,0,0.302,0.004,0,0,0,0,0,0,0.012,0.059,0.076,0.139,0.208,0.292,0.302,0.273,0.201,0.14,0.044,0.004,0,0,0,0,0,0
2018.03.02,1,발전량,1.721,0.072,0.294,0,0.294,0.004,0,0,0,0,0,0,0.021,0.068,0.098,0.132,0.202,0.266,0.294,0.255,0.205,0.13,0.046,0.004,0,0,0,0,0,0
2018.03.03,1,발전량,1.503,0.063,0.279,0,0.279,0.004,0,0,0,0,0,0,0.015,0.037,0.073,0.104,0.15,0.247,0.279,0.241,0.192,0.116,0.045,0.004,0,0,0,0,0,0
2018.03.04,1,발전량,0.405,0.017,0.065,0,0.065,0.01,0,0,0,0,0,0,0.017,0.031,0.039,0.055,0.051,0.065,0.063,0.036,0.018,0.02,0.01,0,0,0,0,0,0,0
2018.03.05,1,발전량,0.297,0.012,0.068,0,0.068,0.002,0,0,0,0,0,0,0,0.007,0.012,0.024,0.021,0.027,0.035,0.037,0.068,0.045,0.019,0.002,0,0,0,0,0,0
2018.03.06,1,발전량,1.77,0.074,0.295,0,0.295,0.002,0,0,0,0,0,0,0.026,0.079,0.1,0.136,0.206,0.277,0.295,0.266,0.201,0.133,0.049,0.002,0,0,0,0,0,0
2018.03.07,1,발전량,0.424,0.018,0.084,0,0.084,0.009,0,0,0,0,0,0,0.009,0.032,0.084,0.058,0.083,0.035,0.029,0.04,0.029,0.015,0.01,0,0,0,0,0,0,0
2018.03.08,1,발전량,0.585,0.024,0.119,0,0.119,0.006,0,0,0,0,0,0,0.006,0.013,0.029,0.04,0.072,0.077,0.119,0.055,0.064,0.06,0.043,0.007,0,0,0,0,0,0
2018.03.09,1,발전량,0.855,0.036,0.159,0,0.159,0.002,0,0,0,0,0,0,0.026,0.057,0.088,0.095,0.109,0.138,0.159,0.085,0.051,0.028,0.017,0.002,0,0,0,0,0,0
2018.03.10,1,발전량,1.691,0.07,0.291,0,0.291,0.004,0,0,0,0,0,0,0.024,0.07,0.108,0.116,0.211,0.272,0.291,0.244,0.189,0.115,0.047,0.004,0,0,0,0,0,0
2018.03.11,1,발전량,1.68,0.07,0.286,0,0.286,0.002,0,0,0,0,0,0,0.002,0.028,0.077,0.109,0.14,0.203,0.258,0.286,0.24,0.186,0.107,0.04,0.004,0,0,0,0,0
2018.03.12,1,발전량,1.676,0.07,0.278,0,0.278,0.004,0,0,0,0,0,0.004,0.027,0.078,0.106,0.138,0.192,0.261,0.278,0.248,0.189,0.112,0.039,0.004,0,0,0,0,0,0
2018.03.13,1,발전량,1.733,0.072,0.29,0,0.29,0.003,0,0,0,0,0,0.003,0.017,0.064,0.096,0.141,0.203,0.28,0.29,0.26,0.196,0.129,0.048,0.006,0,0,0,0,0,0
2018.03.14,1,발전량,1.672,0.07,0.294,0,0.294,0.003,0,0,0,0,0,0.003,0.019,0.07,0.105,0.126,0.197,0.267,0.294,0.249,0.195,0.107,0.035,0.005,0,0,0,0,0,0
2018.03.15,1,발전량,0.21,0.009,0.035,0,0.035,0.006,0,0,0,0,0,0,0.006,0.012,0.011,0.016,0.013,0.034,0.023,0.024,0.035,0.027,0.009,0,0,0,0,0,0,0
2018.03.16,1,발전량,1.093,0.046,0.195,0,0.195,0.008,0,0,0,0,0,0,0.008,0.019,0.038,0.079,0.114,0.149,0.189,0.195,0.116,0.129,0.057,0,0,0,0,0,0,0
2018.03.17,1,발전량,1.801,0.075,0.296,0,0.296,0.004,0,0,0,0,0,0.004,0.037,0.1,0.115,0.143,0.212,0.285,0.296,0.259,0.186,0.102,0.054,0.008,0,0,0,0,0,0
2018.03.18,1,발전량,0.674,0.028,0.093,0,0.093,0.006,0,0,0,0,0,0.006,0.024,0.069,0.092,0.082,0.075,0.087,0.093,0.076,0.04,0.021,0.009,0,0,0,0,0,0,0
2018.03.19,1,발전량,0.205,0.009,0.03,0,0.03,0.007,0,0,0,0,0,0,0.007,0.015,0.021,0.024,0.025,0.03,0.026,0.021,0.02,0.008,0.008,0,0,0,0,0,0,0
2018.03.20,1,발전량,1.168,0.049,0.256,0,0.256,0.002,0,0,0,0,0,0.002,0.017,0.031,0.074,0.141,0.196,0.256,0.202,0.124,0.074,0.038,0.013,0,0,0,0,0,0,0
2018.03.21,1,발전량,0.177,0.007,0.025,0,0.025,0.004,0,0,0,0,0,0,0.005,0.004,0.009,0.012,0.016,0.022,0.019,0.022,0.022,0.025,0.021,0,0,0,0,0,0,0
2018.03.22,1,발전량,1.813,0.076,0.299,0,0.299,0.004,0,0,0,0,0,0.004,0.033,0.084,0.1,0.135,0.213,0.287,0.299,0.269,0.199,0.129,0.053,0.008,0,0,0,0,0,0
2018.03.23,1,발전량,1.833,0.076,0.301,0,0.301,0.005,0,0,0,0,0,0.005,0.047,0.102,0.12,0.13,0.21,0.277,0.301,0.251,0.2,0.13,0.052,0.008,0,0,0,0,0,0
2018.03.24,1,발전량,1.635,0.068,0.269,0,0.269,0.005,0,0,0,0,0,0.005,0.032,0.086,0.122,0.141,0.205,0.252,0.269,0.219,0.162,0.097,0.037,0.008,0,0,0,0,0,0
2018.03.25,1,발전량,1.777,0.074,0.296,0,0.296,0.004,0,0,0,0,0,0.004,0.046,0.102,0.123,0.139,0.208,0.279,0.296,0.233,0.179,0.113,0.048,0.007,0,0,0,0,0,0
2018.03.26,1,발전량,1.713,0.071,0.277,0,0.277,0.006,0,0,0,0,0,0.006,0.047,0.11,0.118,0.137,0.196,0.223,0.277,0.242,0.184,0.118,0.046,0.009,0,0,0,0,0,0
2018.03.27,1,발전량,1.73,0.072,0.272,0,0.272,0.007,0,0,0,0,0,0.007,0.048,0.11,0.119,0.137,0.198,0.269,0.272,0.233,0.176,0.108,0.045,0.008,0,0,0,0,0,0
2018.03.28,1,발전량,1.816,0.076,0.294,0,0.294,0.008,0,0,0,0,0,0.008,0.05,0.108,0.124,0.134,0.213,0.278,0.294,0.244,0.194,0.114,0.047,0.008,0,0,0,0,0,0
2018.03.29,1,발전량,1.557,0.065,0.237,0,0.237,0.008,0,0,0,0,0,0.008,0.037,0.082,0.122,0.141,0.196,0.236,0.237,0.189,0.163,0.096,0.042,0.008,0,0,0,0,0,0
2018.03.30,1,발전량,1.707,0.071,0.259,0,0.259,0.006,0,0,0,0,0,0.006,0.045,0.095,0.13,0.149,0.205,0.259,0.259,0.231,0.169,0.107,0.043,0.009,0,0,0,0,0,0
2018.03.31,1,발전량,1.701,0.071,0.262,0,0.262,0.009,0,0,0,0,0,0.009,0.044,0.1,0.125,0.144,0.2,0.258,0.262,0.228,0.169,0.107,0.044,0.011,0,0,0,0,0,0
2018.04.01,1,발전량,1.336,0.056,0.232,0,0.232,0.008,0,0,0,0,0,0.008,0.037,0.096,0.126,0.148,0.175,0.232,0.148,0.154,0.104,0.054,0.044,0.01,0,0,0,0,0,0
2018.04.02,1,발전량,1.776,0.074,0.279,0,0.279,0.009,0,0,0,0,0,0.009,0.041,0.094,0.133,0.149,0.211,0.265,0.279,0.234,0.185,0.114,0.051,0.011,0,0,0,0,0,0
2018.04.03,1,발전량,1.654,0.069,0.284,0,0.284,0.005,0,0,0,0,0,0.005,0.022,0.037,0.091,0.151,0.207,0.272,0.284,0.244,0.181,0.098,0.052,0.01,0,0,0,0,0,0
2018.04.04,1,발전량,0.319,0.013,0.052,0,0.052,0.003,0,0,0,0,0,0.009,0.028,0.052,0.037,0.037,0.033,0.036,0.03,0.017,0.016,0.014,0.007,0.003,0,0,0,0,0,0
2018.04.05,1,발전량,0.288,0.012,0.048,0,0.048,0.002,0,0,0,0,0,0.002,0.008,0.017,0.039,0.048,0.028,0.03,0.038,0.03,0.019,0.017,0.01,0.002,0,0,0,0,0,0
2018.04.06,1,발전량,1.648,0.069,0.294,0,0.294,0.003,0,0,0,0,0,0.003,0.017,0.032,0.068,0.106,0.229,0.283,0.294,0.246,0.189,0.11,0.058,0.013,0,0,0,0,0,0
2018.04.07,1,발전량,1.808,0.075,0.318,0,0.318,0.011,0,0,0,0,0,0.012,0.058,0.08,0.101,0.12,0.214,0.245,0.318,0.224,0.219,0.142,0.064,0.011,0,0,0,0,0,0
2018.04.08,1,발전량,1.91,0.08,0.285,0,0.285,0.001,0,0,0,0,0,0.015,0.072,0.139,0.143,0.163,0.228,0.285,0.277,0.24,0.173,0.11,0.053,0.011,0.001,0,0,0,0,0
2018.04.09,1,발전량,1.866,0.078,0.267,0,0.267,0.001,0,0,0,0,0,0.01,0.06,0.126,0.142,0.161,0.223,0.258,0.267,0.248,0.184,0.121,0.053,0.012,0.001,0,0,0,0,0
2018.04.10,1,발전량,1.671,0.07,0.273,0,0.273,0.008,0,0,0,0,0,0.016,0.064,0.13,0.152,0.152,0.202,0.195,0.273,0.198,0.136,0.117,0.028,0.008,0,0,0,0,0,0
2018.04.11,1,발전량,1.821,0.076,0.268,0,0.268,0.011,0,0,0,0,0,0.011,0.048,0.122,0.14,0.147,0.199,0.268,0.268,0.241,0.186,0.121,0.057,0.013,0,0,0,0,0,0
2018.04.12,1,발전량,1.383,0.058,0.207,0,0.207,0.012,0,0,0,0,0,0.016,0.079,0.088,0.092,0.147,0.207,0.199,0.19,0.154,0.101,0.069,0.029,0.012,0,0,0,0,0,0
2018.04.13,1,발전량,0.855,0.036,0.105,0,0.105,0.001,0,0,0,0,0.001,0.019,0.039,0.064,0.074,0.105,0.103,0.086,0.093,0.093,0.08,0.057,0.033,0.007,0.001,0,0,0,0,0
2018.04.14,1,발전량,0.32,0.013,0.071,0,0.071,0.002,0,0,0,0,0,0.002,0.007,0.011,0.013,0.019,0.028,0.025,0.023,0.044,0.049,0.071,0.025,0.003,0,0,0,0,0,0
2018.04.15,1,발전량,1.941,0.081,0.279,0,0.279,0.016,0,0,0,0,0,0.02,0.077,0.133,0.162,0.181,0.234,0.279,0.265,0.233,0.17,0.118,0.053,0.016,0,0,0,0,0,0
2018.04.16,1,발전량,1.735,0.072,0.263,0,0.263,0.001,0,0,0,0,0,0.02,0.075,0.143,0.16,0.18,0.224,0.263,0.232,0.184,0.119,0.084,0.039,0.011,0.001,0,0,0,0,0
2018.04.17,1,발전량,1.885,0.079,0.29,0,0.29,0.001,0,0,0,0,0.002,0.017,0.055,0.079,0.14,0.184,0.243,0.29,0.275,0.236,0.178,0.12,0.051,0.014,0.001,0,0,0,0,0
2018.04.18,1,발전량,2.04,0.085,0.296,0,0.296,0.016,0,0,0,0,0,0.018,0.078,0.147,0.162,0.184,0.246,0.296,0.28,0.247,0.186,0.125,0.055,0.016,0,0,0,0,0,0
2018.04.19,1,발전량,2.031,0.085,0.292,0,0.292,0.016,0,0,0,0,0,0.021,0.083,0.154,0.162,0.185,0.243,0.292,0.276,0.239,0.182,0.125,0.053,0.016,0,0,0,0,0,0
2018.04.20,1,발전량,1.939,0.081,0.279,0,0.279,0.001,0,0,0,0,0.001,0.021,0.073,0.143,0.159,0.181,0.235,0.279,0.259,0.229,0.173,0.118,0.052,0.015,0.001,0,0,0,0,0
2018.04.21,1,발전량,2.066,0.086,0.303,0,0.303,0.001,0,0,0,0,0.001,0.021,0.086,0.153,0.168,0.196,0.259,0.303,0.284,0.255,0.175,0.111,0.036,0.018,0,0,0,0,0,0
2018.04.22,1,발전량,0.557,0.023,0.105,0,0.105,0.001,0,0,0,0,0.001,0.006,0.02,0.025,0.022,0.063,0.077,0.036,0.069,0.105,0.074,0.028,0.021,0.01,0,0,0,0,0,0
2018.04.23,1,발전량,0.166,0.007,0.023,0,0.023,0.003,0,0,0,0,0,0.003,0.006,0.01,0.011,0.017,0.019,0.018,0.023,0.016,0.015,0.015,0.01,0.003,0,0,0,0,0,0
2018.04.24,1,발전량,0.529,0.022,0.087,0,0.087,0.005,0,0,0,0,0,0.005,0.015,0.029,0.04,0.076,0.041,0.056,0.087,0.078,0.051,0.025,0.019,0.007,0,0,0,0,0,0
2018.04.25,1,발전량,2.165,0.09,0.304,0,0.304,0.003,0,0,0,0,0.003,0.026,0.096,0.172,0.184,0.207,0.261,0.304,0.28,0.244,0.183,0.13,0.058,0.017,0,0,0,0,0,0
2018.04.26,1,발전량,1.779,0.074,0.246,0,0.246,0.002,0,0,0,0,0.002,0.026,0.066,0.12,0.157,0.186,0.23,0.246,0.212,0.21,0.158,0.101,0.05,0.015,0,0,0,0,0,0
2018.04.27,1,발전량,1.776,0.074,0.245,0,0.245,0.001,0,0,0,0,0.003,0.026,0.074,0.107,0.167,0.205,0.245,0.238,0.177,0.203,0.161,0.106,0.046,0.017,0.001,0,0,0,0,0
2018.04.28,1,발전량,2.081,0.087,0.301,0,0.301,0.001,0,0,0,0,0.001,0.026,0.081,0.151,0.178,0.207,0.263,0.301,0.271,0.235,0.176,0.12,0.054,0.017,0,0,0,0,0,0
2018.04.29,1,발전량,2.077,0.087,0.312,0,0.312,0.001,0,0,0,0,0.002,0.016,0.045,0.157,0.188,0.213,0.269,0.312,0.286,0.23,0.171,0.116,0.052,0.019,0.001,0,0,0,0,0
2018.04.30,1,발전량,1.871,0.078,0.284,0,0.284,0.001,0,0,0,0,0.002,0.019,0.05,0.073,0.172,0.199,0.25,0.284,0.266,0.226,0.164,0.107,0.044,0.014,0.001,0,0,0,0,0
2018.05.01,1,발전량,0.764,0.032,0.106,0,0.106,0.002,0,0,0,0,0.018,0.026,0.019,0.036,0.075,0.106,0.103,0.091,0.088,0.066,0.044,0.039,0.035,0.016,0.002,0,0,0,0,0
2018.05.02,1,발전량,0.432,0.018,0.054,0,0.054,0.001,0,0,0,0,0,0.004,0.014,0.018,0.039,0.047,0.038,0.042,0.024,0.044,0.044,0.042,0.054,0.021,0.001,0,0,0,0,0
2018.05.03,1,발전량,1.855,0.077,0.271,0,0.271,0.004,0,0,0,0,0.004,0.028,0.099,0.171,0.199,0.222,0.271,0.267,0.175,0.164,0.054,0.126,0.056,0.019,0,0,0,0,0,0
2018.05.04,1,발전량,2.218,0.092,0.287,0,0.287,0.002,0,0,0,0,0.002,0.028,0.098,0.175,0.203,0.225,0.287,0.273,0.28,0.241,0.194,0.132,0.062,0.016,0.002,0,0,0,0,0
2018.05.05,1,발전량,2.045,0.085,0.267,0,0.267,0.005,0,0,0,0,0.005,0.03,0.103,0.162,0.192,0.19,0.267,0.256,0.265,0.193,0.192,0.108,0.064,0.018,0,0,0,0,0,0
2018.05.06,1,발전량,0.23,0.01,0.025,0,0.025,0.001,0,0,0,0,0,0.006,0.013,0.017,0.018,0.024,0.025,0.024,0.025,0.019,0.025,0.017,0.012,0.004,0.001,0,0,0,0,0
2018.05.07,1,발전량,0.627,0.026,0.104,0,0.104,0.002,0,0,0,0,0,0.006,0.015,0.018,0.034,0.053,0.044,0.039,0.071,0.104,0.104,0.078,0.043,0.016,0.002,0,0,0,0,0
2018.05.08,1,발전량,1.14,0.048,0.139,0,0.139,0.002,0,0,0,0,0.006,0.016,0.038,0.108,0.116,0.114,0.11,0.101,0.134,0.139,0.098,0.076,0.064,0.018,0.002,0,0,0,0,0
